index,name,group,physiological_meaning,bound_lo,bound_hi,unit_short,ident_score_seed42,ident_score_5seed_mean,ident_score_5seed_sd,ident_score_5seed_min,ident_score_5seed_cv,crb_12lead_seed42_scaled,strongest_coupling_partner,partner_corr_seed42,clinical_interpretation_in_manuscript,tier_recommended
34,q2,q,"Nodal source gain q of node 2 (interventricular septum); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1,36.22844288966738,27.54243327778649,22.488871152496568,10.13010262479844,0.8165172236482926,0.027602621593356,tau_dep2,0.459670390119025,indirect only,B_weakly_identifiable
35,q3,q,"Nodal source gain q of node 3 (right-ventricular free wall); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1,24.089213453644827,16.64515688429672,5.764601268517374,11.06088791971149,0.346323036099214,0.0415123558070632,q5,0.6538122603325399,indirect only,B_weakly_identifiable
36,q4,q,"Nodal source gain q of node 4 (LV anterior wall); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1,10.838371090917834,15.32951381698128,5.012402458085303,10.319603267347745,0.3269772621577085,0.0922647869879602,q7,0.7641836444102,indirect only,B_weakly_identifiable
37,q5,q,"Nodal source gain q of node 5 (LV lateral wall); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1,14.348177660590403,15.878947308410778,4.055090252865057,11.473135440473698,0.2553752571946096,0.0696952619109716,q7,0.7611595006553221,indirect only,B_weakly_identifiable
38,q6,q,"Nodal source gain q of node 6 (LV inferior wall); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1,17.997108861637546,18.957661857844386,5.805611790308027,13.743419195562453,0.3062409190459189,0.0555644802555809,q3,-0.64551376793224,indirect only,B_weakly_identifiable
39,q7,q,"Nodal source gain q of node 7 (LV apex); scales dU_i/dt, i.e. that node's contribution to the QRS/T dipole",0.05,3.0,1,29.288814731070225,17.90548305750959,7.926577713118892,11.044930134371729,0.4426899675177695,0.0341427268116513,q4,0.7641836444101959,indirect only,B_weakly_identifiable
40,alpha_ST0,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 2 (interventricular septum); ST region 'right_septal'. Signed: positive = ST elevation-like source,-0.25,0.25,mV-eq,0.4306225001200384,0.3873313294466108,0.2253792717488499,0.1796206006604772,0.5818772059333657,2.3222195768248164,alpha_ST5,0.6196800890589544,"observability-limited, not a marker",C_primarily_regularized
41,alpha_ST1,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 3 (right-ventricular free wall); ST region 'right_septal'. Signed: positive = ST elevation-like source,-0.25,0.25,mV-eq,0.354420226993194,0.2404828271493663,0.0930788301945213,0.1431238362776827,0.3870498001784929,2.82150939432473,alpha_ST3,0.6415394684090283,"observability-limited, not a marker",C_primarily_regularized
42,alpha_ST2,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 4 (LV anterior wall); ST region 'anterior'. Signed: positive = ST elevation-like source,-0.25,0.25,mV-eq,0.1865460881526804,0.2906998416383277,0.2065094838735945,0.1553399787219598,0.7103873284200888,5.36060557421896,alpha_ST5,0.7762768391439059,"observability-limited, not a marker",C_primarily_regularized
43,alpha_ST3,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 5 (LV lateral wall); ST region 'lateral'. Signed: positive = ST elevation-like source,-0.25,0.25,mV-eq,0.2320967105359289,0.2192668596585659,0.0388418149914461,0.1793371398069374,0.1771440292068267,4.308548784215529,alpha_ST2,0.7124322873575607,"observability-limited, not a marker",C_primarily_regularized
44,alpha_ST4,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 6 (LV inferior wall); ST region 'inferior'. Signed: positive = ST elevation-like source,-0.25,0.25,mV-eq,0.3344828655686093,0.3472042366961164,0.0720130329621248,0.2289870063937694,0.2074082783302923,2.989689765722482,alpha_ST1,-0.640925954133908,"observability-limited, not a marker",C_primarily_regularized
45,alpha_ST5,alpha_ST,ST-platform source amplitude alpha_ST of ventricular node 7 (LV apex); ST region 'anterior'. Signed: positive = ST elevation-like source,-0.25,0.25,mV-eq,0.3917902668266907,0.2611177589379486,0.0904901165372709,0.1489259454157795,0.3465490700644946,2.5523860204581146,alpha_ST2,0.7762768391439061,"observability-limited, not a marker",C_primarily_regularized
46,global_gain,global_gain,Global amplitude gain g applied to the reconstructed 12-lead beat,0.5,2.0,1,16.31419101059347,15.92368993439035,0.2666353733527261,15.59511369443152,0.0167445720465125,0.0612963278014005,q5,-0.4189558057307575,indirect only,A_strongly_identifiable
